"City","ID","Name","Sex","Age","Height","Weight","Team","NOC","Games","Year","Season","Sport","Event","Medal","Country","host","TeamEvent","won","n_medals"
"Rio de Janeiro",132795,"Yana Karapetovna Yegoryan",0,22,175,64,"Russia","RUS","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual","Gold","Brazil",0,0,1,1
"Rio de Janeiro",52355,"Yoandry Iriarte Glvez",1,30,177,79,"Cuba","CUB","2016 Summer",2016,"Summer","Fencing","Fencing Men's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",62254,"Violetta Vitalyevna Kolobova",0,25,176,64,"Russia","RUS","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Individual",NA,"Brazil",0,0,0,1
"Rio de Janeiro",6131,"Giorgio Avola",1,27,178,72,"Italy","ITA","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Individual",NA,"Brazil",0,0,0,1
"Rio de Janeiro",40004,"Simona Cristina Gherman (Alexandru-)",0,31,170,58,"Romania","ROU","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Individual",NA,"Brazil",0,0,0,1
"Rio de Janeiro",122163,"Katarzyna Trzopek",0,35,176,74,"United States","USA","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",69987,"Lin Po Heung",0,31,164,58,"Hong Kong","HKG","2016 Summer",2016,"Summer","Fencing","Fencing Women's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",116511,"Sun Yiwen",0,24,177,63,"China","CHN","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Individual","Bronze","Brazil",0,0,1,0
"Rio de Janeiro",116511,"Sun Yiwen",0,24,177,63,"China","CHN","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Team","Silver","Brazil",0,1,1,1
"Rio de Janeiro",116497,"Sun Wei",1,23,193,69,"China","CHN","2016 Summer",2016,"Summer","Fencing","Fencing Men's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",80820,"Nathalie Marie Moellhausen",0,30,177,63,"Brazil","BRA","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Individual",NA,"Brazil",1,0,0,0
"Rio de Janeiro",29204,"Tiberiu Alexandru Dolniceanu",1,28,179,79,"Romania","ROU","2016 Summer",2016,"Summer","Fencing","Fencing Men's Sabre, Individual",NA,"Brazil",0,0,0,1
"Rio de Janeiro",10315,"Ccilia Berder",0,26,171,65,"France","FRA","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",97399,"Marta Puda",0,25,172,59,"Poland","POL","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",49497,"Katharine Holmes",0,23,180,80,"United States","USA","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",62582,"Aikaterini-Maria Kontokhristopoulou",0,19,168,58,"Greece","GRE","2016 Summer",2016,"Summer","Fencing","Fencing Women's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",132051,"Xu Anqi",0,24,182,76,"China","CHN","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Team","Silver","Brazil",0,1,1,1
"Rio de Janeiro",46353,"Eleanor Harvey",0,21,172,56,"Canada","CAN","2016 Summer",2016,"Summer","Fencing","Fencing Women's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",63873,"Olena Vitalivna Kravatska",0,24,176,66,"Ukraine","UKR","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Team","Silver","Brazil",0,1,1,0
"Rio de Janeiro",97313,"Jason Pryor",1,28,175,80,"United States","USA","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",34997,"Nicolas Massao Ferreira Silva",1,23,185,84,"Brazil","BRA","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Team",NA,"Brazil",1,1,0,0
"Rio de Janeiro",52020,"Race Alick Reid Imboden",1,23,185,75,"United States","USA","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Team","Bronze","Brazil",0,1,1,0
"Rio de Janeiro",85730,"Nguyn Th Nh Hoa",0,30,170,60,"Vietnam","VIE","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",4473,"Vincent Anstett",1,34,178,78,"France","FRA","2016 Summer",2016,"Summer","Fencing","Fencing Men's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",99886,"Lauren Rembi",0,24,178,60,"France","FRA","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",74130,"Auriane Mallo",0,22,180,63,"France","FRA","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",13436,"Yannick Philippe Andr Borel",1,27,197,100,"France","FRA","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Team","Gold","Brazil",0,1,1,0
"Rio de Janeiro",110096,"Lyubov Andreyevna Shutova",0,33,177,64,"Russia","RUS","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Team","Bronze","Brazil",0,1,1,0
"Rio de Janeiro",114700,"Benjamin Steffen",1,34,189,78,"Switzerland","SUI","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",10315,"Ccilia Berder",0,26,171,65,"France","FRA","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",13970,"Saoussen Boudiaf",0,22,173,69,"France","FRA","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",104549,"Gbahi Gwladys Sakoa",0,23,171,64,"Cote d'Ivoire","CIV","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",119235,"Alejandra Tern Eligio",0,25,176,73,"Mexico","MEX","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",16992,"Aleksandr Nikolayevich Buykevich",1,31,191,80,"Belarus","BLR","2016 Summer",2016,"Summer","Fencing","Fencing Men's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",35134,"Rossella Fiamingo",0,25,167,50,"Italy","ITA","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Individual","Silver","Brazil",0,0,1,0
"Rio de Janeiro",55866,"Peter Joppich",1,33,176,68,"Germany","GER","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Individual",NA,"Brazil",0,0,0,1
"Rio de Janeiro",96874,"Nzingha Prescod",0,23,163,62,"United States","USA","2016 Summer",2016,"Summer","Fencing","Fencing Women's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",20996,"Choi Eun-Sook",0,30,169,59,"South Korea","KOR","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Team",NA,"Brazil",0,1,0,1
"Rio de Janeiro",25696,"James-Andrew Davis",1,25,195,98,"Great Britain","GBR","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",15769,"Manon Brunet",0,20,165,55,"France","FRA","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",23307,"Rayssa Costa de Oliveira",0,25,176,63,"Brazil","BRA","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Team",NA,"Brazil",1,1,0,0
"Rio de Janeiro",25696,"James-Andrew Davis",1,25,195,98,"Great Britain","GBR","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",21023,"Choi In-Jeong",0,26,174,59,"South Korea","KOR","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Individual",NA,"Brazil",0,0,0,1
"Rio de Janeiro",28072,"Elisa Di Francisca",0,33,177,65,"Italy","ITA","2016 Summer",2016,"Summer","Fencing","Fencing Women's Foil, Individual","Silver","Brazil",0,0,1,2
"Rio de Janeiro",16335,"Ana Beatriz ""Bia"" di Rienzo Bulco",0,22,167,58,"Brazil","BRA","2016 Summer",2016,"Summer","Fencing","Fencing Women's Foil, Individual",NA,"Brazil",1,0,0,0
"Rio de Janeiro",47803,"Heo Jun",1,28,168,64,"South Korea","KOR","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",4694,"Ymi Geoffrey Apithy",1,27,192,96,"Benin","BEN","2016 Summer",2016,"Summer","Fencing","Fencing Men's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",58108,"Fabian Raphael Kauter",1,30,181,83,"Switzerland","SUI","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",58108,"Fabian Raphael Kauter",1,30,181,83,"Switzerland","SUI","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",132178,"Andriy Andriyovych Yahodka",1,28,195,85,"Ukraine","UKR","2016 Summer",2016,"Summer","Fencing","Fencing Men's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",126170,"Bas Verwijlen",1,32,190,85,"Netherlands","NED","2016 Summer",2016,"Summer","Fencing","Fencing Men's epee, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",95564,"Anfisa Sergiivna Pochkalova",0,26,178,70,"Ukraine","UKR","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Team",NA,"Brazil",0,1,0,0
"Rio de Janeiro",57458,"rem Karamete",0,23,167,60,"Turkey","TUR","2016 Summer",2016,"Summer","Fencing","Fencing Women's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",109150,"Mona Shaito",0,22,152,52,"Lebanon","LIB","2016 Summer",2016,"Summer","Fencing","Fencing Women's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",124628,"Maximilien Van Haaster",1,24,185,88,"Canada","CAN","2016 Summer",2016,"Summer","Fencing","Fencing Men's Foil, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",60047,"Kim Ji-Yeon",0,28,165,56,"South Korea","KOR","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",0,0,0,1
"Rio de Janeiro",31023,"Yekaterina Vladimirovna Dyachenko",0,28,167,53,"Russia","RUS","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Individual",NA,"Brazil",0,0,0,1
"Rio de Janeiro",60047,"Kim Ji-Yeon",0,28,165,56,"South Korea","KOR","2016 Summer",2016,"Summer","Fencing","Fencing Women's Sabre, Team",NA,"Brazil",0,1,0,1
"Rio de Janeiro",81068,"Ilya Vladimirovich Mokretsov",1,32,177,74,"Kazakhstan","KAZ","2016 Summer",2016,"Summer","Fencing","Fencing Men's Sabre, Individual",NA,"Brazil",0,0,0,0
"Rio de Janeiro",132051,"Xu Anqi",0,24,182,76,"China","CHN","2016 Summer",2016,"Summer","Fencing","Fencing Women's epee, Individual",NA,"Brazil",0,0,0,2
"Rio de Janeiro",63464,"Nikolay Anatolyevich Kovalyov",1,29,177,74,"Russia","RUS","2016 Summer",2016,"Summer","Fencing","Fencing Men's Sabre, Individual",NA,"Brazil",0,0,0,1
